name,counts,GeneSymbol
NM_002027.3,8,FNTA
NM_001282144.2,8,NLRX1
NM_014395.3,8,DAPP1
NM_001127258.3,8,HHIPL1
NM_180989.6,8,GPR180
NM_000769.4,8,CYP2C19
NM_001206979.2,8,NR1H4
NM_022071.4,8,SH2D4A
NM_006788.4,8,RALBP1
NM_001099434.2,8,DCDC2B
NM_001321926.2,8,CKMT1A
NM_021199.4,8,SQOR
NM_014157.4,8,CCDC113
NM_000771.4,8,CYP2C9
NM_006347.4,8,PPIH
NM_001323368.2,8,ST3GAL6
NM_005911.6,8,MAT2A
NM_152772.3,8,TCP11L2
NM_001160167.2,7,PRR5L
NM_058187.5,7,EVA1C
NM_001130682.3,7,GUCY1A1
NM_005940.5,7,MMP11
NM_001258345.3,7,PACRGL
NM_002046.7,7,GAPDH
NM_006983.2,7,MMP23B
NM_020062.4,7,SLC2A4RG
NM_005125.2,7,CCS
NM_001040432.4,7,ZCWPW2
NM_006496.4,7,GNAI3
NM_138391.6,7,TMEM183A
NM_000312.4,7,PROC
NM_003602.5,7,FKBP6
NM_017830.4,7,OCIAD1
NM_002116.8,7,HLA-A
NM_012241.5,7,SIRT5
NM_001369783.1,7,MLF1
NM_001270508.2,7,TNFAIP3
NM_139170.3,7,DNAAF8
NM_020191.4,7,MRPS22
NM_000044.6,7,AR
NM_004633.4,7,IL1R2
NM_152499.4,7,CCDC24
NM_032048.3,7,EMILIN2
NM_133502.3,7,ZNF274
NM_014630.3,7,ZNF592
NM_002789.6,7,PSMA4
NM_006090.5,7,CEPT1
NM_152524.6,7,SGO2
NM_018990.4,7,SASH3
NM_018559.5,7,GPALPP1
NM_015997.4,7,METTL25B
NM_153326.3,7,AKR1A1
NM_001271803.2,7,REEP2
NM_018638.5,7,ETNK1
NM_012071.4,7,COMMD3
NM_006775.3,7,QKI
NM_001128431.4,7,SLC39A14
NM_004433.5,7,ELF3
NM_014394.3,7,GHITM
NM_001080496.3,7,RGP1
NM_001040167.2,7,LFNG
NM_003262.4,7,SEC62
NM_001205254.2,7,OCLN
NM_001204375.2,7,NPR3
NM_017668.3,7,NDE1
NM_005715.3,7,UST
NM_206809.4,7,MOG
NM_016055.6,7,MRPL48
NM_021004.4,7,DHRS4
NM_014592.4,7,KCNIP1
NM_144669.3,7,GLT1D1
NM_017828.5,7,COMMD4
NM_144703.3,7,LSM14B
NM_005224.3,7,ARID3A
NM_001320126.2,7,ABHD6
NM_015042.2,7,ZNF609
NM_007351.3,7,MMRN1
NM_001001330.3,7,REEP3
NM_000337.6,7,SGCD
NM_001377500.1,7,EFCC1
NM_173851.3,7,SLC30A8
NM_001040462.3,7,BTNL8
NM_005155.7,7,PPT2
NM_005800.5,7,USPL1
NM_005327.7,7,HADH
NM_002231.4,7,CD82
NM_032117.4,7,MND1
NM_001134848.2,7,CCDC152
NM_001351368.2,7,C2orf92
NM_018335.6,7,ZNF839
NM_017623.5,7,CNNM3
NM_001215.4,7,CA6
NM_003889.4,7,NR1I2
NM_005370.5,7,RAB8A
NM_024591.5,7,CHMP6
NM_017411.4,7,SMN2
NM_000561.4,7,GSTM1
NM_004130.4,7,GYG1
NM_182487.4,7,OLFML2A
NM_001375912.1,7,ZNF532
NM_016215.5,7,EGFL7
NM_001122752.2,7,SERPINI1
NM_001330112.2,7,SHLD2
NM_003758.4,7,EIF3J
NM_016183.4,7,MRTO4
NM_005276.4,7,GPD1
NM_000717.5,7,CA4
NM_012198.5,7,GCA
NM_153045.4,7,TMEM268
NM_002435.3,7,MPI
NM_020846.2,7,SLAIN2
NM_007198.4,7,PLPBP
NM_001399.5,7,EDA
NM_020988.3,7,GNAO1
NM_007165.5,7,SF3A2
NM_006693.4,7,CPSF4
NM_014504.3,7,RABGEF1
NM_014173.4,7,BABAM1
NM_006472.6,7,TXNIP
NM_001304504.2,7,HMG20A
NM_005149.3,7,TBX19
NM_025077.4,7,TOE1
NM_024771.4,7,NAA40
NM_003900.5,7,SQSTM1
NM_145206.4,7,VTI1A
NM_014575.4,7,SCHIP1
NM_152463.4,7,EME1
NM_002163.4,7,IRF8
NM_001173524.2,7,RO60
NM_153702.4,7,ELMOD2
NM_016167.5,7,NOL7
NM_005444.3,7,CNOT9
NM_012153.6,7,EHF
NM_020382.7,7,KMT5A
NM_001144978.3,7,MTHFD2L
NM_002696.3,7,POLR2G
NM_058186.4,7,FAM3B
NM_003958.4,7,RNF8
NM_002022.3,7,FMO4
NM_021822.4,7,APOBEC3G
NM_016518.3,7,PIPOX
NM_018381.4,7,SHFL
NM_152721.6,7,DOK6
NM_024407.5,7,NDUFS7
NM_005192.4,7,CDKN3
NM_032409.3,7,PINK1
NM_002069.6,7,GNAI1
NM_001040283.3,7,DMRTC2
NM_021038.5,7,MBNL1
NM_002185.5,7,IL7R
NM_000303.3,7,PMM2
NM_001330574.2,7,ZNF711
NM_015509.4,7,NECAP1
NM_001025595.3,7,ARFIP1
NM_020828.2,7,ZFP28
NM_004798.4,7,KIF3B
NM_198534.3,7,TEX45
NM_001099220.3,7,ZNF862
NM_019616.4,7,F7
NM_017902.3,7,HIF1AN
NM_003290.3,7,TPM4
NM_001199196.2,7,ARMC6
NM_001040023.2,7,SIRPA
NM_033440.3,7,CELA2A
NM_018467.4,7,USE1
NM_001284292.2,7,NUTM1
NM_006820.4,7,IFI44L
NM_015849.3,7,CELA2B
NM_016410.6,7,CHMP5
NM_187841.3,7,TRIM54
NM_015141.4,7,GPD1L
NM_001136018.4,7,EPHX1
NM_004108.3,7,FCN2
NM_178019.3,7,CATSPER3
NM_007352.4,7,CELA3B
NM_003891.3,7,PROZ
NM_001987.5,7,ETV6
NM_001460.5,7,FMO2
NM_175866.5,7,UHMK1
NM_173508.4,7,SLC35F3
NM_152906.7,7,TANGO2
NM_181844.4,7,BCL6B
NM_003038.5,7,SLC1A4
NM_014164.6,7,FXYD5
NM_032780.4,7,TMEM25
NM_153221.2,7,CILP2
NM_006803.4,7,AP3M2
NM_000602.5,7,SERPINE1
NM_001275.4,7,CHGA
NM_001172.4,7,ARG2
NM_006714.5,7,SMPDL3A
NM_007272.3,7,CTRC
NM_052853.4,7,ADCK2
NM_003721.4,7,RFXANK
NM_016289.4,7,CAB39
NM_021815.5,7,SLC5A7
NM_001193360.2,7,EXD2
NM_004356.4,7,CD81
NM_014160.5,7,MKRN2
NM_001080436.2,7,WTIP
NM_178562.5,7,TSPAN33
NM_000125.4,7,ESR1
NM_001136570.3,7,FAM47E
NM_015387.5,7,MOB4
NM_001080529.3,7,WIPF3
NM_178864.4,7,NPAS4
NM_001109878.2,7,TBX22
NM_181333.4,7,PRR5
NM_018974.4,7,UNC93A
NM_012421.4,7,RLF
NM_033453.4,7,ITPA
NM_015901.6,7,NUDT13
NM_006636.4,7,MTHFD2
NM_030808.5,7,NDEL1
NM_174942.3,7,GAS2L3
NM_152546.3,7,SRFBP1
NM_001145143.1,7,HTR3D
NM_000850.5,7,GSTM4
NM_022465.4,7,IKZF4
NM_152493.3,7,ZNF362
NM_001024630.4,7,RUNX2
NM_153214.3,7,FBLN7
NM_001040.5,7,SHBG
NM_018229.4,7,AP5M1
NM_014214.3,7,IMPA2
NM_130809.5,7,PRRC1
NM_001190810.1,7,AGAP9
NM_003368.5,7,USP1
NM_020897.3,7,HCN3
NM_001368067.1,7,LDB3
NM_004462.5,7,FDFT1
NM_015683.2,7,ARRDC2
NM_033510.3,7,DISP2
NM_024806.4,7,JHY
NM_017918.5,7,MCUB
NM_014653.4,7,WSCD2
NM_002865.3,7,RAB2A
NM_001098629.3,7,IRF5
NM_205860.3,7,NR5A2
NM_183376.3,7,ARRDC4
NM_030755.5,7,TMX1
NM_152761.3,7,CXorf58
NM_001306158.2,7,RABL2A
NM_005133.3,7,RCE1
NM_001363807.1,7,RAB41
NM_021821.4,7,MRPS35
NM_002286.6,7,LAG3
NM_018132.4,7,CENPQ
NM_006488.3,7,KHK
NM_021222.3,7,PRUNE1
NM_001308068.2,7,FLYWCH1
NM_001388306.1,7,MIDN
NM_005126.5,7,NR1D2
NM_021614.4,7,KCNN2
NM_032304.4,7,HAGHL
NM_032564.5,7,DGAT2
NM_001713.3,7,BHMT
NM_001382683.1,7,MBNL2
NM_005141.5,7,FGB
NM_018361.5,7,AGPAT5
NM_001002294.3,7,FMO3
NM_002451.4,7,MTAP
NM_016428.3,7,ABI3
NM_024063.3,7,SPATA5L1
NM_032283.3,7,ZDHHC18
NM_001387430.1,7,SH2B1
NM_178510.2,7,ANKK1
NM_024638.4,7,QTRT2
NM_033124.5,7,CCDC65
NM_006416.5,7,SLC35A1
NM_001130917.3,7,LILRA2
NM_001201325.2,7,PDZK1
NM_013306.5,7,SNX15
NM_006465.4,7,ARID3B
NM_000965.5,7,RARB
NM_198150.3,7,ARSK
NM_000972.3,7,RPL7A
NM_015021.3,7,ZNF292
NM_016524.4,7,SYT17
NM_032343.3,7,CHCHD6
NM_001286680.2,7,NPM2
NM_015868.3,7,KIR2DL3
NM_001366906.2,7,CABCOCO1
NM_006736.6,7,DNAJB2
NM_001951.4,7,E2F5
NM_004047.5,7,ATP6V0B
NM_001160305.4,7,SETD6
NM_001276700.2,7,NLRP6
NM_001372081.1,7,SPATS1
NM_032149.3,7,C4orf17
NM_018649.3,7,MACROH2A2
NM_001769.4,7,CD9
NM_015359.6,7,SLC39A14
NM_002460.4,7,IRF4
NM_001174147.2,7,LMX1B
NM_018271.5,7,THNSL2
NM_006646.6,7,WASF3
NM_001029858.4,7,SLC35F1
NM_144964.4,7,TRMT10B
NM_001077619.2,7,UBXN2B
NM_001278064.2,7,GRM1
NM_001145080.3,7,MEIOC
NM_016485.5,7,VTA1
NM_174931.4,7,GPATCH11
NM_015253.2,7,WSCD1
NM_199334.5,7,THRA
NM_004128.3,7,GTF2F2
NM_006710.5,7,COPS8
NM_198515.3,7,CCDC172
NM_212557.4,7,AMTN
NM_138702.1,7,MAGEC3
NM_205861.3,7,DHDDS
NM_138785.5,7,GINM1
NM_001386375.1,7,SERPINE3
NM_198467.3,7,RSBN1L
NM_003575.4,7,ZNF282
NM_005828.5,7,DCAF7
NM_001114632.2,7,JMJD7
NM_139055.4,7,ADAMTS15
NM_002720.3,7,PPP4C
NM_014218.3,7,KIR2DL1
NM_015004.4,7,EXOSC7
NM_015720.4,7,PODXL2
NM_001722.3,7,POLR3D
NM_014743.3,7,KIAA0232
NM_172238.4,7,TFAP2D
NM_001291832.2,7,ERFE
NM_153339.3,7,PUSL1
NM_001100159.3,7,C7orf57
NM_004466.6,7,GPC5
NM_001165.5,7,BIRC3
NM_138426.4,7,GLCCI1
NM_012082.4,7,ZFPM2
NM_181078.3,7,IL21R
NM_032701.4,7,KMT5C
NM_006505.5,7,PVR
NM_016530.3,7,RAB8B
NM_002455.5,7,MTX1
NM_006084.5,7,IRF9
NM_001110354.2,7,ZP3
NM_005097.4,7,LGI1
NM_177454.4,7,FAM171B
NM_000757.6,7,CSF1
NM_012339.5,7,TSPAN15
NM_018131.5,7,CEP55
NM_017911.4,7,FAM118A
NM_152470.3,7,RNF165
NM_018431.5,7,DOK5
NM_033413.4,7,LRRC46
NM_001539.4,7,DNAJA1
NM_022372.6,7,MLST8
NM_015935.5,7,EEF1AKNMT
NM_005625.4,7,SDCBP
NM_000733.4,7,CD3E
NM_001372051.1,7,CASP8
NM_030615.4,7,KIF25
NM_001194.4,7,HCN2
NM_014282.4,7,HABP4
NM_017734.5,7,PALMD
NM_015207.2,7,OTUD3
NM_002070.4,7,GNAI2
NM_001008392.2,7,CTDSPL
NM_020132.5,7,AGPAT3
NM_001289125.3,7,IFNAR2
NM_015962.5,7,FCF1
NM_017649.5,7,CNNM2
NM_005662.7,7,VDAC3
NM_001080397.3,7,SLC45A1
NM_000851.4,7,GSTM5
NM_032329.6,7,ING5
NM_014240.3,7,LIMD1
NM_145292.4,7,GALNTL5
NM_000045.4,7,ARG1
NM_006397.3,7,RNASEH2A
NM_138773.4,7,SLC25A46
NM_004900.5,7,APOBEC3B
NM_015653.5,7,RIBC2
NM_016039.3,7,RTRAF
NM_016377.4,7,AKAP7
NM_001775.4,7,CD38
NM_005794.4,7,DHRS2
NM_014239.4,7,EIF2B2
NM_019091.4,7,PLEKHA3
NM_001145268.2,7,FAM185A
NM_018074.6,7,YJU2
NM_001321120.2,7,TBX4
NM_032351.6,7,MRPL45
NM_030936.4,7,RNF32
NM_001257370.2,7,EME2
NM_199321.3,7,ZPBP2
NM_001388272.1,7,SH2D4B
NM_001136152.1,7,ALG1L2
NM_015917.3,7,GSTK1
NM_198204.2,7,MLX
NM_007121.7,7,NR1H2
NM_173511.4,7,FAM117B
NM_001615.4,7,ACTG2
NM_031427.4,7,DNAL1
NM_144499.3,7,GNAT1
NM_001012267.3,7,CENPP
NM_021200.3,7,PLEKHB1
NM_013247.5,7,HTRA2
NM_003376.6,7,VEGFA
NM_000848.4,7,GSTM2
NM_012423.4,7,RPL13A
NM_002431.4,7,MNAT1
NM_031889.3,7,ENAM
NM_000344.4,7,SMN1
NM_197975.3,7,BTNL3
NM_153838.5,7,ADGRF4
NM_144618.3,7,GABPB2
NM_001256114.2,7,LHX8
NM_003011.4,7,SET
NM_000504.4,7,F10
NM_003754.3,7,EIF3F
NM_153607.3,7,CREBRF
NM_020832.3,7,ZNF687
NM_005223.4,7,DNASE1
NM_001369369.1,7,FOXN1
NM_012109.3,7,TMEM59L
NM_025081.3,7,NYNRIN
NM_001142447.3,7,ATP1B4
NM_001101372.3,7,IGLON5
NM_017614.5,7,BHMT2
NM_153207.5,7,AEBP2
NM_181711.4,7,TAMALIN
NM_018686.6,7,CMAS
NM_013234.4,7,EIF3K
NM_152285.4,7,ARRDC1
NM_152565.1,7,ATP6V0D2
NM_020438.5,7,DOLPP1
NM_001258306.3,7,CCDC74A
NM_007046.4,7,EMILIN1
NM_001312.4,7,CRIP2
NM_006985.4,7,NPIPA1
NM_024047.5,7,NUDT9
NM_001774.3,7,CD37
NM_020664.4,7,DECR2
NM_018090.5,7,NECAP2
NM_007373.4,7,SHOC2
NM_017757.3,7,ZNF407
NM_001114974.2,7,SMTNL2
NM_015865.7,7,SLC14A1
NM_015959.4,7,TMX2
NM_016037.4,7,UTP11
NM_003820.4,7,TNFRSF14
NM_001003818.3,7,TRIM6
NM_000969.5,7,RPL5
NM_033025.6,7,SYDE1
NM_152450.3,7,FAM81A
NM_006755.2,7,TALDO1
NM_002709.3,7,PPP1CB
NM_021074.5,7,NDUFV2
NM_014474.4,7,SMPDL3B
NM_014685.4,7,HERPUD1
NM_005639.3,7,SYT1
NM_005747.5,7,CELA3A
NM_139169.5,7,TRUB1
NM_019018.3,7,OTULINL
NM_173611.4,7,FAM98B
NM_001278720.2,7,RHBDL1
NM_000964.4,7,RARA
NM_024789.4,7,MFSD13A
NM_173848.7,7,RALYL
NM_032226.3,7,ZCCHC7
NM_001282693.2,7,FMO1
NM_030652.4,7,EGFL8
NM_199344.3,7,SFT2D2
NM_000133.4,7,F9
NM_006417.5,7,IFI44
NM_002114.4,7,HIVEP1
NM_001728.4,7,BSG
NM_153614.4,7,DNAJB13
NM_005909.5,6,MAP1B
NM_021181.5,6,SLAMF7
NM_000550.3,6,TYRP1
NM_012474.5,6,UCK2
NM_002067.5,6,GNA11
NM_005566.4,6,LDHA
NM_001957.4,6,EDNRA
NM_001136108.3,6,R3HCC1
NM_145065.3,6,PELI3
NM_021198.3,6,CTDSP1
NM_001711.6,6,BGN
NM_004649.8,6,GATD3A
NM_014046.4,6,MRPS18B
NM_006074.5,6,TRIM22
NM_001320878.2,6,SULT1C3
NM_001040125.2,6,SLC66A1
NM_005971.4,6,FXYD3
NM_021937.5,6,EEFSEC
NM_001320436.2,6,TMEM95
NM_018184.3,6,ARL8B
NM_004354.3,6,CCNG2
NM_001134734.2,6,C1orf94
NM_004760.3,6,STK17A
NM_001377376.1,6,ZSCAN20
NM_207299.2,6,PLPPR1
NM_001678.5,6,ATP1B2
NM_001009608.3,6,SLX4IP
NM_024583.5,6,SCRN3
NM_014035.4,6,SNX24
NM_182757.4,6,RNF144B
NM_005516.6,6,HLA-E
NM_198083.4,6,DHRS4L2
NM_001012754.4,6,NHLRC3
NM_000201.3,6,ICAM1
NM_001815.5,6,CEACAM3
NM_080916.3,6,DGUOK
NM_006371.5,6,CRTAP
NM_006627.3,6,POP4
NM_014672.4,6,PRORP
NM_183241.3,6,PAXX
NM_004368.4,6,CNN2
NM_001079866.2,6,BCS1L
NM_015641.4,6,TES
NM_019116.3,6,UBFD1
NM_005024.3,6,SERPINB10
NM_152501.5,6,PYHIN1
NM_145052.4,6,UPRT
NM_078468.3,6,BCCIP
NM_002333.4,6,LRP3
NM_007346.4,6,OGFR
NM_000067.3,6,CA2
NM_004725.4,6,BUB3
NM_001732.3,6,BTN1A1
NM_001039567.3,6,RPS4Y2
NM_020143.4,6,PNO1
NM_017919.3,6,STX17
NM_012279.4,6,ZNF346
NM_024598.4,6,USB1
NM_199136.5,6,FAM221A
NM_001013842.3,6,C8orf58
NM_003687.4,6,PDLIM4
NM_003784.4,6,SERPINB7
NM_015299.3,6,KHNYN
NM_031905.5,6,ARMC10
NM_002764.4,6,PRPS1
NM_006995.5,6,BTN2A2
NM_024773.3,6,KDM8
NM_007220.4,6,CA5B
NM_005861.4,6,STUB1
NM_018370.3,6,DRAM1
NM_152426.4,6,APOBEC3D
NM_002635.4,6,SLC25A3
NM_018129.4,6,PNPO
NM_001099338.2,6,NUTM2A
NM_001199107.2,6,TBC1D24
NM_018375.5,6,SLC39A9
NM_001786.5,6,CDK1
NM_032968.5,6,PCDH11X
NM_181809.4,6,BMP8A
NM_147188.3,6,FBXO22
NM_001030059.3,6,PLPP4
NM_002765.5,6,PRPS2
NM_000062.3,6,SERPING1
NM_022170.2,6,EIF4H
NM_001304993.2,6,SDSL
NM_206538.4,6,EMC10
NM_014110.5,6,PPP1R8
NM_001033002.4,6,RPAIN
NM_006467.3,6,POLR3G
NM_005727.4,6,TSPAN1
NM_031485.4,6,GRWD1
NM_017448.5,6,LDHC
NM_138370.3,6,PKDCC
NM_001242868.2,6,SLAIN1
NM_001010853.3,6,PM20D2
NM_004402.4,6,DFFB
NM_173660.5,6,DOK7
NM_003238.6,6,TGFB2
NM_024798.3,6,SNX22
NM_001104647.3,6,SLC25A36
NM_017898.5,6,MTARC2
NM_175862.5,6,CD86
NM_003314.3,6,TTC1
NM_080911.3,6,UNG
NM_005966.4,6,NAB1
NM_001916.5,6,CYC1
NM_006442.4,6,DRAP1
NM_016505.4,6,ZCCHC17
NM_004615.4,6,TSPAN7
NM_018407.6,6,LAPTM4B
NM_000606.3,6,C8G
NM_013292.5,6,MYLPF
NM_002542.6,6,OGG1
NM_002068.4,6,GNA15
NM_004094.5,6,EIF2S1
NM_001282509.2,6,TSPAN16
NM_022117.4,6,TSPYL2
NM_018657.5,6,MYNN
NM_001622.4,6,AHSG
NM_018126.3,6,TMEM33
NM_024308.4,6,DHRS11
NM_005903.7,6,SMAD5
NM_001040214.3,6,NKAIN2
NM_173478.3,6,CNTD1
NM_002929.3,6,GRK1
NM_130852.3,6,BPIFA1
NM_173160.3,6,FXYD4
NM_001370475.1,6,SERPINB11
NM_001080393.2,6,GXYLT2
NM_006583.5,6,RRH
NM_014909.5,6,VASH1
NM_007261.4,6,CD300A
NM_003272.4,6,GPR137B
NM_024345.5,6,DCAF10
NM_052862.4,6,RCSD1
NM_018009.5,6,TAPBPL
NM_003339.3,6,UBE2D2
NM_198706.3,6,HSD11B1L
NM_020184.4,6,CNNM4
NM_001798.5,6,CDK2
NM_005994.4,6,TBX2
NM_005833.4,6,RABEPK
NM_001134232.2,6,TMEM106B
NM_001718.6,6,BMP6
NM_000628.5,6,IL10RB
NM_000560.4,6,CD53
NM_003288.4,6,TPD52L2
NM_033439.4,6,IL33
NM_001277062.2,6,MFF
NM_145291.4,6,ZBTB49
NM_198537.4,6,YJEFN3
NM_003242.6,6,TGFBR2
NM_005204.4,6,MAP3K8
NM_032346.2,6,PDCD2L
NM_016006.6,6,ABHD5
NM_025194.3,6,ITPKC
NM_016271.5,6,RNF138
NM_003097.6,6,SNRPN
NM_012397.4,6,SERPINB13
NM_152325.3,6,TEX26
NM_017523.5,6,XAF1
NM_173482.3,6,CCDC105
NM_006675.5,6,TSPAN9
NM_018174.6,6,MAP1S
NM_001015878.2,6,AURKC
NM_001370302.1,6,TSPAN11
NM_001272005.2,6,OTOP3
NM_032141.4,6,NSRP1
NM_001772.4,6,CD33
NM_033112.4,6,RRP36
NM_020795.4,6,NLGN2
NM_032336.3,6,GINS4
NM_005534.4,6,IFNGR2
NM_016732.3,6,RALY
NM_014375.3,6,FETUB
NM_002902.3,6,RCN2
NM_021102.4,6,SPINT2
NM_001679.4,6,ATP1B3
NM_024576.5,6,OGFRL1
NM_016589.4,6,TIMMDC1
NM_017705.4,6,PAQR5
NM_013300.3,6,FAM216A
NM_212481.3,6,ARID5A
NM_000882.4,6,IL12A
NM_001017390.3,6,SULT1A4
NM_014441.3,6,SIGLEC9
NM_001198.4,6,PRDM1
NM_181303.2,6,NLGN3
NM_022126.4,6,LHPP
NM_175733.4,6,SYT9
NM_002796.3,6,PSMB4
NM_014495.4,6,ANGPTL3
NM_032536.4,6,NTNG2
NM_001386393.1,6,PANK2
NM_144717.4,6,IL20RB
NM_206893.4,6,MS4A10
NM_130783.5,6,TSPAN18
NM_145273.4,6,CD300LG
NM_006571.4,6,DCTN6
NM_001013694.3,6,SRRD
NM_001379180.1,6,ESRRB
NM_000139.5,6,MS4A2
NM_030960.3,6,SPACA1
NM_173618.3,6,INO80E
NM_003677.5,6,DENR
NM_024551.3,6,ADIPOR2
NM_015952.4,6,RWDD1
NM_001162491.2,6,ARL13A
NM_024556.4,6,FAM118B
NM_004681.4,6,EIF1AY
NM_023079.5,6,UBE2Z
NM_024805.3,6,RBFA
NM_138959.3,6,VANGL1
NM_021947.3,6,SRR
NM_006070.6,6,TFG
NM_003411.4,6,ZFY
NM_001384648.1,6,PRDM11
NM_004578.4,6,RAB4A
NM_178526.5,6,SLC25A42
NM_001017919.2,6,RCCD1
NM_198582.4,6,KLHL30
NM_001105565.3,6,SMTNL1
NM_080574.4,6,BPIFA2
NM_014637.4,6,MTFR1
NM_003221.4,6,TFAP2B
NM_152391.5,6,SLC66A3
NM_014385.4,6,SIGLEC7
NM_017546.5,6,CNOT11
NM_145041.4,6,TMEM106A
NM_182985.5,6,TRIM69
NM_006555.4,6,YKT6
NM_007049.5,6,BTN2A1
NM_016023.5,6,OTUD6B
NM_004278.4,6,PIGL
NM_001338.5,6,CXADR
NM_005475.3,6,SH2B3
NM_014286.4,6,NCS1
NM_001270531.2,6,WTAP
NM_000533.5,6,PLP1
NM_004326.4,6,BCL9
NM_003131.4,6,SRF
NM_014321.4,6,ORC6
NM_198512.3,6,DGAT2L6
NM_177552.4,6,SULT1A3
NM_014746.6,6,RNF144A
NM_015634.4,6,KIFBP
NM_152594.3,6,SPRED1
NM_007172.4,6,NUP50
NM_006331.8,6,EMG1
NM_001379200.1,6,TBX1
NM_004379.5,6,CREB1
NM_018590.5,6,CSGALNACT2
NM_001299.6,6,CNN1
NM_002575.3,6,SERPINB2
NM_145248.5,6,SPACA7
NM_001100623.2,6,PLEKHB2
NM_001305581.2,6,LRMDA
NM_001144774.3,6,ELAVL4
NM_153712.5,6,TTL
NM_173528.4,6,CFAP161
NM_003194.5,6,TBP
NM_021067.5,6,GINS1
NM_005973.5,6,PRCC
NM_000412.5,6,HRG
NM_033229.3,6,TRIM15
NM_014284.3,6,NCDN
NM_016035.5,6,COQ4
NM_001025248.2,6,DUT
NM_012243.3,6,SLC35A3
NM_002938.5,6,RNF4
NM_178834.5,6,LAYN
NM_013283.5,6,MAT2B
NM_001199135.3,6,TANK
NM_173834.4,6,YIPF6
NM_001949.5,6,E2F3
NM_001286555.3,6,DUSP22
NM_001130012.3,6,SLC9A3R2
NM_004870.4,6,MPDU1
NM_022097.4,6,CHP2
NM_001384272.1,6,HCRTR2
NM_199456.3,6,TEPP
NM_001144872.3,6,CFAP73
NM_006253.5,6,PRKAB1
NM_000788.3,6,DCK
NM_012225.4,6,NUBP2
NM_015352.2,6,POFUT1
NM_001330230.2,6,IFI35
NM_016134.4,6,CPQ
NM_001256409.2,6,LRRC42
NM_004053.4,6,BYSL
NM_001136239.4,6,PRDM6
NM_004317.4,6,GET3
NM_012413.4,6,QPCT
NM_018461.5,6,PPP2R2D
NM_005143.5,6,HP
NM_173562.5,6,KCTD20
NM_014906.5,6,PPM1E
NM_001882.4,6,CRHBP
NM_016527.4,6,HAO2
NM_025207.5,6,FLAD1
NM_152902.5,6,TIPRL
NM_016144.4,6,COMMD10
NM_017556.4,6,FBLIM1
NM_001113561.2,6,RNF180
NM_006406.2,6,PRDX4
NM_032256.3,6,TMEM117
NM_001304366.2,6,SAMD7
NM_006401.3,6,ANP32B
NM_022144.3,6,TNMD
NM_014045.5,6,LRP10
NM_003364.4,6,UPP1
NM_006782.4,6,ZFPL1
NM_004559.5,6,YBX1
NM_194463.2,6,RNF128
NM_001099652.2,6,GPR137C
NM_001008710.3,6,RBPMS
NM_004357.5,6,CD151
NM_018352.3,6,TMA16
NM_001298.3,6,CNGA3
NM_012176.3,6,FBXO4
NM_031923.4,6,TAF3
NM_001071.4,6,TYMS
NM_000858.7,6,GUK1
NM_006530.4,6,YEATS4
NM_006060.6,6,IKZF1
NM_021640.4,6,MYG1
NM_003222.4,6,TFAP2C
NM_014839.5,6,PLPPR4
NM_001912.5,6,CTSL
NM_001164094.2,6,COPS7A
NM_001261.4,6,CDK9
NM_012262.4,6,HS2ST1
NM_001056.4,6,SULT1C2
NM_005339.5,6,UBE2K
NM_006332.5,6,IFI30
NM_001099408.2,6,EIF4E1B
NM_003036.4,6,SKI
NM_006118.4,6,HAX1
NM_004290.5,6,RNF14
NM_001037540.3,6,SCML1
NM_001906.6,6,CTRB1
NM_001304533.3,6,NKAIN3
NM_003410.4,6,ZFX
NM_003986.3,6,BBOX1
NM_020335.3,6,VANGL2
NM_007342.3,6,NUP42
NM_145298.6,6,APOBEC3F
NM_031266.3,6,HNRNPAB
NM_001379313.1,6,SRPRB
NM_138413.4,6,HOGA1
NM_005888.4,6,SLC25A3
NM_016561.3,6,BFAR
NM_178548.4,6,TFAP2E
NM_002085.5,6,GPX4
NM_014475.4,6,DHDH
NM_004824.4,6,CDYL
NM_004643.4,6,PABPN1
NM_003338.5,6,UBE2D1
NM_014257.5,6,CLEC4M
NM_139314.3,6,ANGPTL4
NM_013262.4,6,MYLIP
NM_007236.5,6,CHP1
NM_003401.5,6,XRCC4
NM_004332.4,6,BPHL
NM_000231.3,6,SGCG
NM_032272.5,6,MAF1
NM_014864.4,6,FAM20B
NM_016475.5,6,JKAMP
NM_006148.4,6,LASP1
NM_001113226.3,6,NTNG1
NM_003825.4,6,SNAP23
NM_003282.4,6,TNNI2
NM_018844.4,6,BCAP29
NM_001114357.3,6,C4orf47
NM_017670.3,6,OTUB1
NM_004804.3,6,CIAO1
NM_148975.3,6,MS4A4A
NM_001136219.3,6,FCGR2A
NM_003271.5,6,TSPAN4
NM_015523.4,6,REXO2
NM_003809.3,6,TNFSF12
NM_006868.4,6,RAB31
NM_001098479.2,6,HLA-F
NM_014180.4,6,MRPL22
NM_152448.3,6,TERB2
NM_015983.4,6,UBE2D4
NM_019095.6,6,CRLS1
NM_004810.4,6,GRAP2
NM_016154.5,6,RAB4B
NM_001310136.2,6,NPIPB8
NM_004551.3,6,NDUFS3
NM_021165.4,6,BRINP2
NM_014268.4,6,MAPRE2
NM_016044.3,6,FAHD2A
NM_021252.5,6,RAB18
NM_001363644.2,6,TBCEL
NM_005182.3,6,CA7
