name,counts,GeneSymbol
NM_001111125.3,14,IQSEC2
NM_017415.3,14,KLHL3
NM_003185.4,14,TAF4
NM_006844.5,14,ILVBL
NM_018984.4,14,SSH1
NM_000433.4,14,NCF2
NM_022740.5,14,HIPK2
NM_182496.3,14,CCDC38
NM_033222.5,14,PSIP1
NM_001358345.2,14,SLC8B1
NM_002213.5,14,ITGB5
NM_006425.5,14,SLU7
NM_006415.4,14,SPTLC1
NM_000535.7,14,PMS2
NM_021924.5,14,CDHR5
NM_000888.5,14,ITGB6
NM_022356.4,14,P3H1
NM_006839.3,14,IMMT
NM_005452.6,14,WDR46
NM_006336.4,14,ZER1
NM_001099771.2,14,POTEF
NM_001098671.2,14,RASGRP2
NM_033103.5,14,RHPN2
NM_007202.4,14,AKAP10
NM_017491.5,14,WDR1
NM_004519.4,14,KCNQ3
NM_012100.4,14,DNPEP
NM_003981.4,14,PRC1
NM_031263.4,14,HNRNPK
NM_001961.4,14,EEF2
NM_000898.5,14,MAOB
NM_032294.3,14,CAMKK1
NM_001320329.2,14,NDRG2
NM_000390.4,14,CHM
NM_017643.3,14,MBTD1
NM_153213.5,14,ARHGEF19
NM_018018.5,14,SLC38A4
NM_014275.5,14,MGAT4B
NM_002184.4,14,IL6ST
NM_152763.5,14,AKNAD1
NM_032933.6,14,TMEM241
NM_002669.4,14,PLRG1
NM_004913.3,14,VPS9D1
NM_000821.7,14,GGCX
NM_033518.4,14,SLC38A5
NM_001135653.2,14,PABPC4
NM_024948.4,14,MINDY3
NM_025181.5,14,SLC35F5
NM_182833.3,14,GDPD4
NM_005879.3,14,TRAIP
NM_014227.3,14,SLC5A4
NM_032875.3,14,FBXL20
NM_024537.4,14,CARS2
NM_015082.2,14,FSTL4
NM_178026.3,14,GGT7
NM_001367873.1,14,SOX6
NM_033317.5,14,DMKN
NM_001042432.2,14,CLN3
NM_032842.4,14,TMEM209
NM_016559.3,14,PEX5L
NM_007167.4,14,ZMYM6
NM_000122.2,14,ERCC3
NM_001387263.1,14,PATL2
NM_006547.3,14,IGF2BP3
NM_018058.7,14,CRTAC1
NM_014413.4,14,EIF2AK1
NM_015049.3,14,TRAK2
NM_001382273.1,14,TNK2
NM_173537.5,14,GTF2IRD2
NM_015450.3,14,POT1
NM_152529.7,14,GPR155
NM_007010.5,14,DDX52
NM_015846.4,14,MBD1
NM_001111.5,14,ADAR
NM_175066.4,14,DDX51
NM_020116.5,14,FSTL5
NM_018128.5,14,TSR1
NM_001033561.2,14,PHF12
NM_002211.4,14,ITGB1
NM_021095.4,14,SLC5A6
NM_025184.4,14,EFHC2
NM_006096.4,14,NDRG1
NM_014553.3,14,TFCP2L1
NM_003328.3,14,TXK
NM_030569.7,14,ITIH5
NM_001384657.1,14,ARHGAP20
NM_018976.5,14,SLC38A2
NM_018017.4,14,CCDC186
NM_001082968.2,14,TOM1L2
NM_024947.4,14,PHC3
NM_018646.6,14,TRPV6
NM_005481.3,14,MED16
NM_005653.5,14,TFCP2
NM_006585.4,14,CCT8
NM_198097.5,14,CCZ1B
NM_198850.4,14,PHLDB3
NM_001366432.2,14,PPP4R3A
NM_173543.3,14,DZIP1L
NM_022444.4,14,SLC13A1
NM_001114753.3,14,ENG
NM_144686.4,14,TMC4
NM_001145440.3,14,TYW1B
NM_030674.4,14,SLC38A1
NM_001134382.3,14,IQSEC1
NM_012214.3,14,MGAT4A
NM_000238.4,14,KCNH2
NM_002716.5,14,PPP2R1B
NM_000617.3,14,SLC11A2
NM_000285.4,14,PEPD
NM_001139.3,14,ALOX12B
NM_005116.6,14,SLC23A2
NM_014303.4,14,PES1
NM_021625.5,14,TRPV4
NM_006225.4,14,PLCD1
NM_004716.4,14,PCSK7
NM_152647.3,14,FAM227B
NM_004704.5,14,RRP9
NM_000211.5,14,ITGB2
NM_014149.4,14,WDR91
NM_152781.4,14,HEATR9
NM_000760.4,14,CSF3R
NM_019841.7,14,TRPV5
NM_002883.4,14,RANGAP1
NM_001122819.3,14,KIF17
NM_017859.4,14,UCKL1
NM_133450.4,14,ANKS3
NM_003053.4,14,SLC18A1
NM_001104631.2,14,PDE4D
NM_001385981.1,14,PXN
NM_001354969.2,14,MDM1
NM_000313.4,14,PROS1
NM_001278689.2,14,EOGT
NM_002094.4,14,GSPT1
NM_018192.4,14,P3H2
NM_173502.5,14,PRSS36
NM_016122.3,14,CEP83
NM_001139456.2,14,SVOPL
NM_006893.3,14,EIF2D
NM_001085457.2,14,CBWD6
NM_173551.5,14,ANKS6
NM_152925.3,14,CPNE1
NM_020123.4,14,TM9SF3
NM_001330311.2,14,DVL1
NM_022159.4,14,ADGRL4
NM_030792.8,14,GDPD5
NM_005916.5,14,MCM7
NM_080704.4,14,TRPV1
NM_024939.3,14,ESRP2
NM_024572.4,14,GALNT14
NM_004827.3,14,ABCG2
NM_178498.4,14,SLC5A12
NM_016156.6,14,MTMR2
NM_030934.5,14,TRMT1L
NM_001789.3,14,CDC25A
NM_018062.4,13,FANCL
NM_018842.5,13,BAIAP2L1
NM_001127202.4,13,PCID2
NM_001347969.2,13,ENOX1
NM_003443.3,13,ZBTB17
NM_001371194.2,13,SEMA4D
NM_002553.4,13,ORC5
NM_004307.2,13,APBB2
NM_024848.3,13,MORN1
NM_000512.5,13,GALNS
NM_002395.6,13,ME1
NM_002576.5,13,PAK1
NM_177924.5,13,ASAH1
NM_004686.5,13,MTMR7
NM_019850.3,13,NGEF
NM_002442.4,13,MSI1
NM_001017974.2,13,P4HA2
NM_139315.3,13,TAF6
NM_000439.5,13,PCSK1
NM_001031689.3,13,PLAA
NM_012245.3,13,SNW1
NM_021132.4,13,PPP3CB
NM_052939.4,13,FCRL3
NM_004567.4,13,PFKFB4
NM_017970.4,13,NRDE2
NM_016188.5,13,ACTL6B
NM_017612.5,13,ZCCHC8
NM_007189.3,13,ABCF2
NM_024678.6,13,NARS2
NM_004536.3,13,NAIP
NM_005057.4,13,RBBP5
NM_001077350.3,13,NPRL3
NM_001363059.2,13,MTUS1
NM_001097612.2,13,GPR89A
NM_003794.4,13,SNX4
NM_001123385.2,13,BCOR
NM_000944.5,13,PPP3CA
NM_001244705.2,13,CSAD
NM_024665.7,13,TBL1XR1
NM_145868.2,13,ANXA11
NM_213649.2,13,SFXN4
NM_001142551.2,13,WDR47
NM_198215.4,13,FAM13C
NM_173500.4,13,TTBK2
NM_001278628.2,13,CRNKL1
NM_000136.3,13,FANCC
NM_002556.3,13,OSBP
NM_015500.2,13,C2CD2
NM_174938.6,13,FRMD3
NM_004884.4,13,IGDCC3
NM_000359.3,13,TGM1
NM_153613.3,13,LPCAT4
NM_032444.4,13,SLX4
NM_018212.6,13,ENAH
NM_003904.5,13,ZPR1
NM_001385109.1,13,PHC2
NM_001378030.1,13,CCDC78
NM_000168.6,13,GLI3
NM_003627.6,13,SLC43A1
NM_015168.2,13,ZC3H4
NM_017677.4,13,MTMR8
NM_001164.5,13,APBB1
NM_000726.5,13,CACNB4
NM_024876.4,13,COQ8B
NM_033123.4,13,PLCZ1
NM_153840.4,13,ADGRF1
NM_018294.6,13,CWF19L1
NM_052966.4,13,NIBAN1
NM_015140.4,13,TTLL12
NM_144579.3,13,SFXN5
NM_017969.3,13,IWS1
NM_138803.4,13,CCDC148
NM_001017962.3,13,P4HA1
NM_152233.4,13,SNX6
NM_032132.5,13,HORMAD1
NM_002849.4,13,PTPRR
NM_031844.3,13,HNRNPU
NM_004719.3,13,SCAF11
NM_016075.4,13,VPS36
NM_031206.7,13,LAS1L
NM_017746.4,13,TEX10
NM_004671.5,13,PIAS2
NM_019088.4,13,PAF1
NM_001527.4,13,HDAC2
NM_178006.4,13,STARD13
NM_016615.5,13,SLC6A13
NM_007194.4,13,CHEK2
NM_172231.4,13,SUGP1
NM_153346.5,13,BEND2
NM_001033855.3,13,DCLRE1C
NM_152628.4,13,SNX31
NM_001100878.2,13,MROH6
NM_001044.5,13,SLC6A3
NM_006089.3,13,SCML2
NM_004362.3,13,CLGN
NM_000723.5,13,CACNB1
NM_001368771.2,13,SEPTIN4
NM_002778.4,13,PSAP
NM_000755.5,13,CRAT
NM_005843.6,13,STAM2
NM_001002912.5,13,ERICH3
NM_014371.4,13,AKAP8L
NM_033200.3,13,LMF2
NM_004490.3,13,GRB14
NM_207113.3,13,SLC37A3
NM_000216.4,13,ANOS1
NM_018059.5,13,RADIL
NM_003315.4,13,DNAJC7
NM_152519.4,13,KANSL1L
NM_001364171.2,13,ODAD1
NM_015651.3,13,PHF19
NM_001031701.3,13,NT5DC3
NM_005630.3,13,SLCO2A1
NM_001243156.2,13,TAF1C
NM_032892.5,13,FRMD5
NM_173573.3,13,LMNTD2
NM_019082.4,13,DDX56
NM_001261413.2,13,DCTN2
NM_003753.4,13,EIF3D
NM_001306215.2,13,ZNF827
NM_024622.6,13,FASTKD1
NM_001358.3,13,DHX15
NM_001025195.2,13,CES1
NM_006622.4,13,PLK2
NM_052963.3,13,TOP1MT
NM_001122848.3,13,SLC6A12
NM_014949.4,13,KHDC4
NM_006660.5,13,CLPX
NM_012318.3,13,LETM1
NM_005847.5,13,SLC23A1
NM_005548.3,13,KARS1
NM_002625.4,13,PFKFB1
NM_052831.3,13,SLC18B1
NM_001199298.2,13,UIMC1
NM_004035.7,13,ACOX1
NM_001197294.2,13,DPYSL3
NM_000889.3,13,ITGB7
NM_001242957.3,13,MAK
NM_012415.3,13,RAD54B
NM_002150.3,13,HPD
NM_003612.5,13,SEMA7A
NM_002417.5,13,MKI67
NM_198148.3,13,CPXM2
NM_001378188.1,13,CCDC187
NM_002907.4,13,RECQL
NM_001014809.3,13,CRMP1
NM_001077198.3,13,ATG9A
NM_005998.5,13,CCT3
NM_002076.4,13,GNS
NM_033331.4,13,CDC14B
NM_003139.4,13,SRPRA
NM_015631.6,13,TCTN3
NM_000520.6,13,HEXA
NM_000884.3,13,IMPDH2
NM_001080395.3,13,AATK
NM_017671.5,13,FERMT1
NM_017789.5,13,SEMA4C
NM_005381.3,13,NCL
NM_032501.4,13,ACSS1
NM_000505.4,13,F12
NM_001386879.1,13,SLCO1A2
NM_014751.6,13,MTSS1
NM_006584.4,13,CCT6B
NM_014362.4,13,HIBCH
NM_001134231.2,13,NT5DC2
NM_000129.4,13,F13A1
NM_001272004.3,13,EPC1
NM_005858.4,13,AKAP8
NM_004515.4,13,ILF2
NM_001365677.2,13,P4HA2
NM_181715.3,13,CRTC2
NM_201433.2,13,GAS7
NM_001029864.2,13,KIAA1755
NM_152394.5,13,ERICH6
NM_004537.7,13,NAP1L1
NM_032785.4,13,AGBL4
NM_206965.2,13,FTCD
NM_016335.6,13,PRODH
NM_004539.4,13,NARS1
NM_017550.3,13,MIER2
NM_025045.6,13,BAIAP2L2
NM_145000.5,13,RANBP3L
NM_004732.4,13,KCNAB3
NM_002568.4,13,PABPC1
NM_001140.5,13,ALOX15
NM_173514.4,13,SLC38A9
NM_014641.3,13,MDC1
NM_015443.4,13,KANSL1
NM_001569.4,13,IRAK1
NM_182895.5,13,SCARF2
NM_032211.7,13,LOXL4
NM_001321971.2,13,ADGRF3
NM_006832.3,13,FERMT2
NM_003500.4,13,ACOX2
NM_173582.6,13,PGM2L1
NM_020405.5,13,PLXDC1
NM_153259.4,13,MCOLN2
NM_022833.4,13,NIBAN2
NM_001064.4,13,TKT
NM_001144.6,13,AMFR
NM_024430.4,13,PSTPIP2
NM_005493.3,13,RANBP9
NM_020898.3,13,CALCOCO1
NM_004629.2,13,FANCG
NM_001193369.2,13,DIDO1
NM_001079559.3,13,HNRNPUL2
NM_031900.4,13,AGXT2
NM_006468.8,13,POLR3C
NM_000329.3,13,RPE65
NM_019609.5,13,CPXM1
NM_024830.5,13,LPCAT1
NM_133642.5,13,LARGE1
NM_015162.5,13,ACSBG1
NM_001617.4,13,ADD2
NM_015201.5,13,BOP1
NM_005969.4,13,NAP1L4
NM_001318510.2,13,ACSL4
NM_006906.2,13,PTPN5
NM_020850.3,13,RANBP10
NM_018385.3,13,LSG1
NM_006430.4,13,CCT4
NM_004685.5,13,MTMR6
NM_153365.3,13,TAPT1
NM_000187.4,13,HGD
NM_020883.2,13,ZSWIM5
NM_181806.4,13,AASDH
NM_006337.5,13,MCRS1
NM_001127391.3,13,FLACC1
NM_001379403.1,13,WDR26
NM_130768.3,12,ASZ1
NM_175062.4,12,RASGEF1C
NM_025082.4,12,CENPT
NM_016221.4,12,DCTN4
NM_001170692.2,12,CAGE1
NM_024734.4,12,CLMN
NM_145246.5,12,FRA10AC1
NM_020175.3,12,DUS3L
NM_001044385.3,12,TMEM237
NM_004396.5,12,DDX5
NM_005335.6,12,HCLS1
NM_001114134.2,12,EPB42
NM_000204.5,12,CFI
NM_019073.4,12,SPATA6
NM_013366.4,12,ANAPC2
NM_001001418.6,12,TBC1D3C
NM_001143685.2,12,CES5A
NM_022755.6,12,IPPK
NM_001366335.1,12,CCDC14
NM_017983.7,12,WIPI1
NM_152346.3,12,SLC43A2
NM_024745.5,12,SHCBP1
NM_005570.4,12,LMAN1
NM_004461.3,12,FARSA
NM_139126.4,12,PPIL4
NM_002109.6,12,HARS1
NM_201548.5,12,CERKL
NM_001267571.2,12,TBC1D2
NM_002906.4,12,RDX
NM_004630.4,12,SF1
NM_001013841.2,12,STAP2
NM_001343.4,12,DAB2
NM_001626.6,12,AKT2
NM_015941.4,12,ATP6V1H
NM_015459.5,12,ATL3
NM_003680.4,12,YARS1
NM_024816.3,12,RABEP2
NM_006141.3,12,DYNC1LI2
NM_013427.3,12,ARHGAP6
NM_022766.6,12,CERK
NM_022744.4,12,RUSF1
NM_001042472.3,12,ABHD12
NM_020165.4,12,RAD18
NM_138799.4,12,MBOAT2
NM_019108.4,12,SMG9
NM_199054.3,12,MKNK2
NM_006380.5,12,APPBP2
NM_021035.3,12,ZNFX1
NM_005656.4,12,TMPRSS2
NM_022916.6,12,VPS33A
NM_152572.3,12,AK8
NM_018263.6,12,ASXL2
NM_004564.3,12,GATB
NM_018096.5,12,NLE1
NM_022156.5,12,DUS1L
NM_001378974.1,12,FBXW11
NM_021259.3,12,PGAP6
NM_001160148.2,12,DDHD1
NM_022829.6,12,SLC13A3
NM_021100.5,12,NFS1
NM_182904.5,12,P4HA3
NM_001017995.3,12,SH3PXD2B
NM_007265.3,12,ECD
NM_014426.4,12,SNX5
NM_138415.5,12,PHF21B
NM_001167912.2,12,VEPH1
NM_017686.4,12,GDAP2
NM_022569.3,12,NDST4
NM_001382430.1,12,AKT1
NM_012311.4,12,KIN
NM_003365.3,12,UQCRC1
NM_001365792.1,12,DAB1
NM_001080978.4,12,LILRB2
NM_001114118.3,12,NCBP3
NM_145698.5,12,ACBD5
NM_201631.4,12,TGM5
NM_005742.4,12,PDIA6
NM_001004320.2,12,AGMO
NM_004227.4,12,CYTH3
NM_002861.5,12,PCYT2
NM_080675.4,12,SUN5
NM_005465.7,12,AKT3
NM_001114938.3,12,CCDC17
NM_006246.5,12,PPP2R5E
NM_001242318.3,12,PDE7A
NM_001008661.3,12,KYAT3
NM_016836.4,12,RBMS1
NM_001081442.3,12,LILRB5
NM_015144.3,12,ZCCHC14
NM_017563.5,12,IL17RD
NM_001143764.3,12,SYCE1
NM_006469.5,12,IVNS1ABP
NM_001039580.2,12,MAP9
NM_002264.4,12,KPNA1
NM_005606.7,12,LGMN
NM_173488.5,12,SLCO6A1
NM_000946.3,12,PRIM1
NM_030816.5,12,ANKRD13C
NM_052955.3,12,TGM7
NM_001098426.2,12,SMARCD2
NM_001330643.2,12,CCDC149
NM_024628.6,12,SLC12A8
NM_001077351.2,12,RBM23
NM_182493.3,12,MYLK3
NM_002318.3,12,LOXL2
NM_032603.5,12,LOXL3
NM_001024845.3,12,SLC6A9
NM_152491.5,12,PM20D1
NM_006386.5,12,DDX17
NM_018256.4,12,WDR12
NM_015276.2,12,USP22
NM_213589.3,12,RAPH1
NM_001171613.2,12,PREPL
NM_001135673.4,12,ATL2
NM_024927.5,12,PLEKHH3
NM_001303622.2,12,MEIKIN
NM_173354.5,12,SIK1
NM_014071.5,12,NCOA6
NM_001822.7,12,CHN1
NM_133173.3,12,APBB3
NM_016570.3,12,ERGIC2
NM_015375.3,12,DSTYK
NM_138394.4,12,HNRNPLL
NM_003793.4,12,CTSF
NM_001171136.2,12,ZBED1
NM_024629.4,12,CENPU
NM_144572.2,12,TBC1D2B
NM_001376376.1,12,CELF1
NM_001136020.3,12,ICA1
NM_001102597.3,12,CEACAM20
NM_022776.5,12,OSBPL11
NM_022173.4,12,TIA1
NM_001003801.2,12,SMARCD3
NM_006351.4,12,TIMM44
NM_006950.3,12,SYN1
NM_005271.5,12,GLUD1
NM_016228.4,12,AADAT
NM_022436.3,12,ABCG5
NM_001533.3,12,HNRNPL
NM_001365672.2,12,COBLL1
NM_024079.5,12,ALG8
NM_016453.4,12,NCKIPSD
NM_001039763.4,12,TMEM232
NM_025113.5,12,RUBCNL
NM_000765.5,12,CYP3A7
NM_022081.6,12,HPS4
NM_015198.5,12,COBL
NM_014920.5,12,CILK1
NM_003283.6,12,TNNT1
NM_015718.3,12,NOX3
NM_178129.5,12,P2RY8
NM_000360.4,12,TH
NM_001077263.3,12,TMPRSS13
NM_001105069.2,12,ACSM2B
NM_012089.3,12,ABCB10
NM_001045.6,12,SLC6A4
NM_152545.3,12,RASGEF1B
NM_178516.4,12,EXOC3L1
NM_001790.5,12,CDC25C
NM_017917.4,12,PPP2R3C
NM_003635.4,12,NDST2
NM_004621.6,12,TRPC6
NM_139072.4,12,DNER
NM_004613.4,12,TGM2
NM_001001417.7,12,TBC1D3B
NM_031433.4,12,MFRP
NM_133452.3,12,RAVER1
NM_003382.5,12,VIPR2
NM_002833.4,12,PTPN9
NM_031279.4,12,ETNPPL
NM_016408.4,12,CDK5RAP1
NM_016293.4,12,BIN2
NM_020119.4,12,ZC3HAV1
NM_001082971.2,12,DDC
NM_001276380.2,12,ESF1
NM_000930.5,12,PLAT
NM_001042475.3,12,CEP85L
NM_144715.4,12,EFHB
NM_001080399.3,12,OC90
NM_007068.4,12,DMC1
NM_001363764.2,12,TEPSIN
NM_181719.7,12,TMCO4
NM_000277.3,12,PAH
NM_003619.4,12,PRSS12
NM_145045.5,12,ODAD3
NM_015076.5,12,CDK19
NM_002096.3,12,GTF2F1
NM_013261.5,12,PPARGC1A
NM_001005242.3,12,PKP2
NM_025138.5,12,PROSER1
NM_181741.4,12,ORC4
NM_182542.3,12,ERICH6B
NM_000391.4,12,TPP1
NM_002980.3,12,SCTR
NM_001023570.4,12,IQCB1
NM_003297.4,12,NR2C1
NM_001318890.3,12,ACSM1
NM_006265.3,12,RAD21
NM_198510.3,12,ITIH6
NM_001568.3,12,EIF3E
NM_001365809.2,12,SYT7
NM_001387360.1,12,TRIM9
NM_152743.4,12,BRAT1
NM_018268.4,12,WDR41
NM_001163788.4,12,PTBP3
NM_139355.3,12,MATK
NM_145201.6,12,NAPRT
NM_015526.3,12,CLIP3
NM_002230.4,12,JUP
NM_013379.3,12,DPP7
NM_001249.5,12,ENTPD5
NM_020374.4,12,C12orf4
NM_000689.5,12,ALDH1A1
NM_180991.5,12,SLCO4C1
NM_052859.4,12,RFT1
NM_016141.4,12,DYNC1LI1
NM_018691.4,12,FAM114A2
NM_017582.7,12,UBE2Q1
NM_004135.4,12,IDH3G
NM_015114.3,12,ANKLE2
NM_001193511.2,12,MAP3K12
NM_001034116.2,12,EIF2B4
NM_004236.4,12,COPS2
NM_031415.3,12,GSDMC
NM_002296.4,12,LBR
NM_173515.4,12,CNKSR3
NM_001297599.2,12,MIER3
NM_017460.6,12,CYP3A4
NM_001166293.2,12,SSX2IP
NM_000637.5,12,GSR
NM_001163560.3,12,MEIOB
NM_022899.5,12,ACTR8
NM_003490.4,12,SYN3
NM_001080480.3,12,MBOAT1
NM_000777.5,12,CYP3A5
NM_020972.3,12,ZFYVE28
NM_007271.4,12,STK38
NM_014342.4,12,MTCH2
NM_001111077.2,12,EZR
NM_020831.6,12,MRTFA
NM_030770.4,12,TMPRSS5
NM_024675.4,12,PALB2
NM_080833.3,12,RBBP8NL
NM_007052.5,12,NOX1
NM_003888.4,12,ALDH1A2
NM_002453.3,12,MTIF2
NM_001126.5,12,ADSS2
NM_017714.3,12,TASP1
NM_005589.4,11,ALDH6A1
NM_031925.3,11,TMEM120A
NM_002558.4,11,P2RX1
NM_000066.4,11,C8B
NM_021727.5,11,FADS3
NM_053054.4,11,CATSPER1
NM_024417.5,11,FDXR
NM_052813.5,11,CARD9
NM_032595.5,11,PPP1R9B
NM_001085411.3,11,NADK2
NM_020725.2,11,ATXN7L1
NM_001607.4,11,ACAA1
NM_001365242.1,11,CPEB1
NM_005498.5,11,AP1M2
NM_022727.6,11,TRMT2A
NM_001170402.1,11,CDC20B
NM_018297.4,11,NGLY1
NM_031941.4,11,USHBP1
NM_000181.4,11,GUSB
NM_001363507.2,11,IQCM
NM_023947.4,11,CHID1
NM_001284230.2,11,MAP3K9
NM_015051.3,11,ERP44
NM_018298.11,11,MCOLN3
NM_015101.4,11,COLGALT2
NM_001256317.3,11,TMPRSS3
NM_152726.3,11,MICU2
NM_004397.6,11,DDX6
NM_032233.3,11,SETD3
NM_000080.4,11,CHRNE
NM_078480.3,11,PUF60
NM_003039.3,11,SLC2A5
NM_001268.4,11,RCBTB2
NM_006764.5,11,IFRD2
NM_018288.4,11,PHF10
NM_001130040.2,11,SHC1
NM_138364.4,11,PRMT9
NM_001366298.2,11,BCAS1
NM_000583.4,11,GC
NM_025015.3,11,HSPA12A
NM_017634.4,11,KCTD9
NM_017814.3,11,TMEM161A
NM_020666.3,11,CLK4
NM_016429.4,11,COPZ2
NM_022166.4,11,XYLT1
NM_003930.5,11,SKAP2
NM_016440.4,11,VRK3
NM_006375.4,11,ENOX2
NM_002969.6,11,MAPK12
NM_015599.3,11,PGM3
NM_001039845.3,11,MDH1B
NM_014666.4,11,CLINT1
NM_004039.3,11,ANXA2
NM_004935.4,11,CDK5
NM_174977.4,11,SEC14L4
NM_018225.3,11,SMU1
NM_020180.4,11,CELF4
NM_007001.3,11,SLC35D2
NM_001128227.3,11,GNE
NM_016194.4,11,GNB5
NM_014289.4,11,CAPN6
NM_003323.3,11,TULP2
NM_001330059.2,11,ZDHHC20
NM_145003.5,11,TSNARE1
NM_004454.3,11,ETV5
NM_033198.4,11,PIGS
NM_014947.5,11,FOXJ3
NM_001012642.3,11,GRAMD2A
NM_024911.7,11,WLS
NM_003726.4,11,SKAP1
NM_016551.3,11,TM7SF3
NM_030650.3,11,LNPK
NM_207420.3,11,SLC2A7
NM_014331.4,11,SLC7A11
NM_020041.3,11,SLC2A9
NM_152271.5,11,LONRF1
NM_001286496.2,11,PIF1
NM_174937.4,11,TCERG1L
NM_020423.7,11,SCYL3
NM_000082.4,11,ERCC8
NM_015404.4,11,WHRN
NM_015529.4,11,MOXD1
NM_001367710.1,11,MIDEAS
NM_001385016.1,11,FAM214A
NM_004205.5,11,USP2
NM_012306.4,11,FAIM2
NM_001113575.2,11,CDKL3
NM_024899.4,11,CEP76
NM_015896.4,11,ZMYND10
NM_014740.4,11,EIF4A3
NM_181701.4,11,QSOX2
NM_172240.3,11,POC1B
NM_032865.6,11,TNS4
NM_199340.5,11,LRRC37A3
NM_015002.3,11,FBXO21
NM_001742.4,11,CALCR
NM_181575.5,11,AUP1
NM_020389.3,11,TRPC7
NM_194071.4,11,CREB3L2
NM_012472.6,11,DNAAF11
NM_006663.4,11,PPP1R13L
NM_194277.3,11,FRMD7
NM_005505.5,11,SCARB1
NM_012143.4,11,TFIP11
NM_001301043.2,11,CADM1
NM_003653.4,11,COPS3
NM_032900.6,11,ARHGAP19
NM_004956.5,11,ETV1
NM_177550.5,11,SLC13A5
NM_001025598.2,11,ARHGAP30
NM_016262.5,11,TUBE1
NM_001352389.2,11,STK33
NM_005443.5,11,PAPSS1
NM_001003787.4,11,STRADA
NM_145313.4,11,RASGEF1A
NM_005934.4,11,MLLT1
NM_031902.5,11,MRPS5
NM_016390.4,11,SPOUT1
NM_016532.4,11,INPP5K
NM_001261434.2,11,AARSD1
NM_001258031.2,11,SERINC4
NM_001029998.6,11,SLC10A7
NM_032026.4,11,TATDN1
NM_001040108.2,11,MLH3
NM_000255.4,11,MMUT
NM_031311.5,11,CPVL
NM_001164380.2,11,STAU2
NM_001009996.3,11,DALRD3
NM_152490.5,11,B3GALNT2
NM_194313.4,11,KIF24
NM_024917.6,11,TRMT2B
NM_000834.5,11,GRIN2B
NM_001082486.2,11,ACD
NM_032737.4,11,LMNB2
NM_001376049.1,11,FAM169A
NM_000250.2,11,MPO
NM_052840.5,11,CELF6
NM_006589.3,11,FAM189B
NM_004046.6,11,ATP5F1A
NM_018359.5,11,UFSP2
NM_000386.4,11,BLMH
NM_021186.5,11,ZP4
NM_198461.4,11,LONRF2
NM_014270.5,11,SLC7A9
NM_001294338.2,11,CLK2
NM_001167740.2,11,SMYD3
NM_000778.4,11,CYP4A11
NM_001098845.3,11,ANXA8L1
NM_005374.5,11,MPP2
NM_007059.4,11,KPTN
NM_138421.3,11,SAAL1
NM_001301059.2,11,MEIS3
NM_018145.3,11,RMDN3
NM_013330.5,11,NME7
NM_030752.3,11,TCP1
NM_001372052.1,11,HP1BP3
NM_014820.5,11,TOMM70
NM_012337.3,11,CFAP45
NM_002561.4,11,P2RX5
NM_007185.7,11,CELF3
NM_017818.4,11,WRAP73
NM_004808.3,11,NMT2
NM_024901.5,11,DENND2D
NM_024119.3,11,DHX58
NM_001093730.1,11,DYTN
NM_194282.4,11,LIN54
NM_004863.4,11,SPTLC2
NM_004308.5,11,ARHGAP1
NM_005768.6,11,LPCAT3
NM_004059.5,11,KYAT1
NM_153354.5,11,TMEM161B
NM_012081.6,11,ELL2
NM_138982.4,11,MAPK10
NM_001156.5,11,ANXA7
NM_001007122.4,11,FSD2
NM_001382309.1,11,ATXN7L3
NM_005795.6,11,CALCRL
NM_006768.5,11,BRAP
NM_003944.4,11,SELENBP1
NM_130849.4,11,SLC39A4
NM_015117.3,11,ZC3H3
NM_030764.4,11,FCRL2
NM_020830.5,11,WDFY1
NM_138792.4,11,LEO1
NM_000450.2,11,SELE
NM_001271641.2,11,MTCH1
NM_001114120.3,11,DEPDC1
NM_052947.4,11,ALPK2
NM_014306.5,11,RTCB
NM_001135155.3,11,DPF1
NM_003932.5,11,ST13
NM_013402.7,11,FADS1
NM_005506.4,11,SCARB2
NM_017453.4,11,STAU1
NM_030930.4,11,UNC93B1
NM_005907.4,11,MAN1A1
NM_020198.3,11,CCDC47
NM_001015055.2,11,RTKN
NM_004075.5,11,CRY1
NM_174975.5,11,SEC14L3
NM_002733.5,11,PRKAG1
NM_144991.3,11,TSPEAR
NM_000022.4,11,ADA
NM_001134407.3,11,GRIN2A
NM_022750.4,11,PARP12
NM_022488.5,11,ATG3
NM_002112.4,11,HDC
NM_003252.4,11,TIAL1
NM_022365.4,11,DNAJC1
NM_000835.6,11,GRIN2C
NM_016593.5,11,CYP39A1
NM_199329.3,11,SLC43A3
NM_170600.3,11,SH2D3C
NM_001082.5,11,CYP4F2
NM_001001976.3,11,ATE1
NM_005451.5,11,PDLIM7
NM_005187.6,11,CBFA2T3
NM_001330724.2,11,CDKL2
NM_001098540.3,11,HPSE
NM_024654.5,11,NOL9
NM_145858.3,11,CRYZL1
NM_005190.4,11,CCNC
NM_002893.4,11,RBBP7
NM_015726.4,11,DCAF8
NM_018124.4,11,RFWD3
NM_016449.4,11,DRICH1
NM_001385193.1,11,CLEC18B
NM_001178139.2,11,TFDP2
NM_001130698.2,11,TRPC3
NM_021187.4,11,CYP4F11
NM_176869.3,11,PPA2
NM_001360016.2,11,G6PD
NM_144571.3,11,CNOT6L
NM_014849.5,11,SV2A
